version,hemi,subject_id,pair,measure,value
v1.5.1,R,HC091,ses-01_ses-02,consistency,0.977612250639443
v1.5.1,R,HC092,ses-01_ses-02,consistency,0.9979864897465629
v1.5.1,R,HC093,ses-01_ses-02,consistency,0.9959353929219459
v1.5.1,R,HC108,ses-01_ses-02,consistency,0.996650338620799
v1.5.1,R,HC117,ses-01_ses-02,consistency,0.9970752456813243
v1.5.1,R,HC118,ses-01_ses-02,consistency,0.9981855370517649
v1.5.1,R,HC120,ses-01_ses-02,consistency,0.9984134285463374
v1.5.1,R,HC126,ses-01_ses-02,consistency,0.9971229160565667
v1.5.1,R,HC130,ses-01_ses-02,consistency,0.998174112413266
v1.5.1,R,HC131,ses-01_ses-02,consistency,0.9961516877387289
v1.5.1,R,HC135,ses-01_ses-02,consistency,0.997769431855289
v1.5.1,R,HC136,ses-01_ses-02,consistency,0.996740162986556
v2.0.0,L,HC001,ses-01_ses-02,consistency,0.9956538836128086
v2.0.0,L,HC005,ses-01_ses-02,consistency,0.9986246089513487
v2.0.0,L,HC009,ses-01_ses-02,consistency,0.9977541663741822
v2.0.0,L,HC010,ses-01_ses-02,consistency,0.9987031862033888
v2.0.0,L,HC012,ses-01_ses-02,consistency,0.9988809180171415
v2.0.0,L,HC016,ses-01_ses-02,consistency,0.998217080876623
v2.0.0,L,HC017,ses-01_ses-02,consistency,0.9934669078873641
v2.0.0,L,HC025,ses-01_ses-02,consistency,0.9984009325392063
v2.0.0,L,HC027,ses-01_ses-02,consistency,0.9963134582039004
v2.0.0,L,HC029,ses-01_ses-02,consistency,0.9920208138312326
v2.0.0,L,HC032,ses-01_ses-02,consistency,0.9989437859385689
v2.0.0,L,HC036,ses-01_ses-02,consistency,0.9953532157045858
v2.0.0,L,HC040,ses-01_ses-02,consistency,0.9990539893983744
v2.0.0,L,HC044,ses-01_ses-02,consistency,0.9983601907709272
v2.0.0,L,HC046,ses-01_ses-02,consistency,0.9885137284141686
v2.0.0,L,HC052,ses-01_ses-02,consistency,0.9962095162983154
v2.0.0,L,HC053,ses-01_ses-02,consistency,0.9945341349036846
v2.0.0,L,HC054,ses-01_ses-02,consistency,0.9966449513732346
v2.0.0,L,HC055,ses-01_ses-02,consistency,0.9841222621770819
v2.0.0,L,HC056,ses-01_ses-02,consistency,0.9988335263789118
v2.0.0,L,HC062,ses-01_ses-02,consistency,0.9933364131860754
v2.0.0,L,HC063,ses-01_ses-02,consistency,0.9951545966079303
v2.0.0,L,HC065,ses-01_ses-02,consistency,0.9982600845788057
v2.0.0,L,HC067,ses-01_ses-02,consistency,0.9967905814699641
v2.0.0,L,HC068,ses-01_ses-02,consistency,0.9971313850639909
v2.0.0,L,HC069,ses-01_ses-02,consistency,0.9963182704860442
v2.0.0,L,HC071,ses-01_ses-02,consistency,0.9972418127731906
